"","Estimate","Std..Error","t.value","Pr...t..","adjRsqr"
"init",-6.32077641038752e-05,1.61203959432823e-05,-3.92098086959304,0.00203151486496245,0.525098385563432
"X",-0.00101298197972427,0.00015503380734182,-6.53394248062833,2.79417003732754e-05,0.762307030439794
"X.1",-0.000637044559627073,9.53926995587085e-05,-6.67812696961165,2.26640040886703e-05,0.770307388065899
"X.2",-0.000496069631690888,9.81275415567814e-05,-5.0553557525319,0.000281989154823225,0.653855981122596
"X.3",-0.000409103374615105,9.15968049924287e-05,-4.46634983227767,0.000770551999497664,0.593092345985719
"X.4",-0.000328268095608003,8.25964387039557e-05,-3.97436137391577,0.00184493620312888,0.532299206857258
"X.5",-0.000270034223667397,9.49340256171072e-05,-2.84444088315092,0.0147744374610814,0.352939078105145
"X.6",-0.000248942388216285,0.000104339441380453,-2.3858896015033,0.0343918846529558,0.26522409845794
