"","point","mean","low","high","time"
"1","model predict (95% CI)",13.6835277478982,7.87194782709266,21.0173600607903,1993
"2","model predict (95% CI)",1.00254342244818,0.095691786448073,2.84855523899612,1994
"3","model predict (95% CI)",5.70326962408534,1.79109220333232,11.4644952575089,1995
"4","model predict (95% CI)",3.81379789163357,2.18971657659516,5.79212649300449,1996
"5","model predict (95% CI)",2.66325420001654,1.38381680264819,4.16324434908377,1997
"6","model predict (95% CI)",1.14925453087176,0.362192006676334,2.0132104534007,1998
"7","model predict (95% CI)",0.587844048285827,0.0962263230767886,1.27192462601844,1999
"8","model predict (95% CI)",0.850211472443165,0.357727369246926,1.55872521968601,2000
"9","model predict (95% CI)",0.540798131661284,0.197813666876232,1.04622744269393,2001
"10","model predict (95% CI)",0.485527864196132,0.0580395166637119,1.15383198953763,2002
"11","model predict (95% CI)",1.28245563874598,0.561480522993333,2.3128157810526,2003
"12","model predict (95% CI)",0.78676285823308,0.191489497740696,1.47234514318484,2004
"13","model predict (95% CI)",1.5039696876331,0.559582733328341,2.59587739612484,2005
"14","model predict (95% CI)",0.810402556469741,0.110991791099613,1.88367641646151,2006
"X1993","data",15,15,15,1993
"X1994","data",0,0,0,1994
"X1995","data",3,3,3,1995
"X1996","data",8,8,8,1996
"X1997","data",4,4,4,1997
"X1998","data",1,1,1,1998
"X1999","data",1,1,1,1999
"X2000","data",2,2,2,2000
"X2001","data",1,1,1,2001
"X2002","data",0,0,0,2002
"X2003","data",3,3,3,2003
"X2004","data",0,0,0,2004
"X2005","data",3,3,3,2005
"X2006","data",1,1,1,2006
