"","point","mean","low","high","time"
"1","model predict (95% CI)",7.78480329312866,3.92398490568303,13.8471257401878,1993
"2","model predict (95% CI)",13.154595428341,5.82936449512221,23.1234860227099,1994
"3","model predict (95% CI)",3.70120853232361,1.73325354022705,6.20461316329174,1995
"4","model predict (95% CI)",2.73772421314074,1.34511920348166,4.39020057386226,1996
"5","model predict (95% CI)",2.32123476583446,0.948971566316044,3.91455835957652,1997
"6","model predict (95% CI)",2.20847328241895,0.861938815823881,3.80655811344734,1998
"7","model predict (95% CI)",2.02497847956933,0.826685136226436,3.45519363785458,1999
"8","model predict (95% CI)",1.4220619160977,0.397415478839419,2.70626183267586,2000
"9","model predict (95% CI)",1.81026582129623,0.609275147420584,3.06346033358992,2001
"10","model predict (95% CI)",1.83394372816382,0.760257426285937,3.21190175282916,2002
"11","model predict (95% CI)",1.25215842368849,0.349714178576761,2.34453449087261,2003
"12","model predict (95% CI)",1.91086471177159,0.776280254109961,3.32431193381259,2004
"13","model predict (95% CI)",1.91956547350957,0.909182358186467,3.29842607866363,2005
"14","model predict (95% CI)",1.31878205381827,0.434947627857963,2.42139721328966,2006
