,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006
SRB,0.43875969,0.524439103,0.461352657,0.336377025,0.349450549,0.229444444,0.37254902,0.30465587,0.464285714,0.251515152,0.398648649,0.383116883,0.352564103,0.340838509
