"","point","mean","low","high","time"
"1","model predict (95% CI)",249.783982629525,86.6176666189984,520.702682701931,1993
"2","model predict (95% CI)",232.355372520066,90.5895713064831,511.084358411194,1994
"3","model predict (95% CI)",289.608092885372,111.70547797762,634.435431145541,1995
"4","model predict (95% CI)",91.4980652642008,32.2718421456081,184.343406196782,1996
"5","model predict (95% CI)",138.18325858201,57.6603680647369,279.629199167717,1997
"6","model predict (95% CI)",79.1201630246492,33.0302264958799,156.054505123971,1998
"7","model predict (95% CI)",126.631215379167,55.323307828896,265.295343158476,1999
"8","model predict (95% CI)",65.2287381910846,27.3809525755247,129.136802484906,2000
"9","model predict (95% CI)",106.630333739178,44.6930362365165,215.648703430008,2001
"10","model predict (95% CI)",90.1242509051943,37.6421772819614,179.175027694058,2002
"11","model predict (95% CI)",87.7797993721649,29.3556072507547,192.612202149398,2003
"12","model predict (95% CI)",81.6343470494466,28.5979818950803,177.516284553724,2004
"13","model predict (95% CI)",108.946584527367,35.8738588906486,249.153848623996,2005
"14","model predict (95% CI)",119.550621247224,34.7270627109124,293.230853649303,2006
