"","point","mean","low","high","time"
"1","model predict (95% CI)",1.67651272431551,0.630929539111022,3.15705858531498,1993
"2","model predict (95% CI)",1.71490682834902,0.692617090254049,2.97364711643289,1994
"3","model predict (95% CI)",1.63241912200059,0.685363401721873,2.94743374421685,1995
"4","model predict (95% CI)",1.98573305175501,0.795641424337461,4.054732315537,1996
"5","model predict (95% CI)",2.01748096582403,0.800493453136923,4.0907868841458,1997
"6","model predict (95% CI)",2.09855467651577,0.881105953995421,4.42361707917375,1998
"7","model predict (95% CI)",2.02066260122443,0.878664453523737,4.62855403643107,1999
"8","model predict (95% CI)",2.1175951603481,0.929669565443466,4.35118568994865,2000
"9","model predict (95% CI)",1.88944637540556,0.86239140073725,3.86675636945138,2001
"10","model predict (95% CI)",2.11135871759134,0.891734677288113,4.28391363192404,2002
"11","model predict (95% CI)",2.06805080911783,0.859467792693046,4.29979084926891,2003
"12","model predict (95% CI)",2.20725488965631,0.862693009786113,4.98709162823575,2004
"13","model predict (95% CI)",1.96198027840736,0.776595773396453,4.01863063251698,2005
"14","model predict (95% CI)",2.28884694898473,0.931870116241117,4.98545134961736,2006
