"","point","mean","low","high","time"
"1","model predict (95% CI)",105.178820549373,75.7929989646475,143.494336275822,1993
"2","model predict (95% CI)",74.0254393189686,58.9055566791599,91.6578131938032,1994
"3","model predict (95% CI)",46.2873111923718,35.2313031715135,59.3943812307279,1995
"4","model predict (95% CI)",23.0328716889225,17.1437843701769,29.7981416081644,1996
"5","model predict (95% CI)",17.8014327375351,12.1148175806421,24.9016087290432,1997
"6","model predict (95% CI)",13.3083378551163,7.43220744763418,20.0283917617227,1998
"7","model predict (95% CI)",16.9056026956062,10.9201454843822,24.350322990138,1999
"8","model predict (95% CI)",20.8973434560828,14.0575905151392,29.2190017810194,2000
"9","model predict (95% CI)",24.7732745371283,15.6490896904008,35.7479032917098,2001
"10","model predict (95% CI)",23.1410469225309,15.4998154755688,32.4520570828057,2002
"11","model predict (95% CI)",22.4083385688845,14.7112100585876,30.5712976045901,2003
"12","model predict (95% CI)",25.8258793446194,17.4874470686265,35.9072869394178,2004
"13","model predict (95% CI)",10.8937855697488,5.37346525761084,18.7119312940483,2005
"14","model predict (95% CI)",4.49020790651406,1.10719268470876,11.5868849040622,2006
