"","point","mean","low","high","time"
"1","model predict (95% CI)",72.6993643536119,57.9789044119482,88.1404415048058,1993
"2","model predict (95% CI)",26.0444611533007,19.1292189057149,33.9382735033906,1994
"3","model predict (95% CI)",102.149429387159,84.8348750994521,120.799284059575,1995
"4","model predict (95% CI)",35.1528710153085,25.8927067168534,46.1529083712861,1996
"5","model predict (95% CI)",27.7222256120018,19.2167997820057,37.6690506911459,1997
"6","model predict (95% CI)",17.313073837509,11.1647482595075,25.0378019638152,1998
"7","model predict (95% CI)",20.8071303302503,14.2425825294697,28.7420257061005,1999
"8","model predict (95% CI)",18.5921109561765,12.7481546392293,25.6950996570129,2000
"9","model predict (95% CI)",11.4876372609388,7.23813482537238,16.9412848433896,2001
"10","model predict (95% CI)",20.1086049929788,13.8555137165988,27.3585509080806,2002
"11","model predict (95% CI)",25.667376840795,18.2143610109642,34.4439998150603,2003
"12","model predict (95% CI)",11.2759931439405,6.31908123038774,17.5348775666583,2004
"13","model predict (95% CI)",32.0997044899013,22.8578731115283,42.6132751867697,2005
"14","model predict (95% CI)",31.1943129716364,22.3766032726104,41.5691014326297,2006
"X1993","data",49,49,49,1993
"X1994","data",11,11,11,1994
"X1995","data",95,95,95,1995
"X1996","data",27,27,27,1996
"X1997","data",28,28,28,1997
"X1998","data",16,16,16,1998
"X1999","data",22,22,22,1999
"X2000","data",20,20,20,2000
"X2001","data",8,8,8,2001
"X2002","data",17,17,17,2002
"X2003","data",27,27,27,2003
"X2004","data",10,10,10,2004
"X2005","data",37,37,37,2005
"X2006","data",34,34,34,2006
