"","point","mean","low","high","time"
"1","model predict (95% CI)",1.99446081596289,0.594841474662035,4.96475836824345,1993
"2","model predict (95% CI)",2.29623443610992,0.586522789792159,6.94279019053102,1994
"3","model predict (95% CI)",1.90107003856305,0.52974007988701,4.69456957574159,1995
"4","model predict (95% CI)",2.18567351295034,0.493247673268757,6.00833179024333,1996
"5","model predict (95% CI)",2.27984651747811,0.628915155811572,6.28007782317195,1997
"6","model predict (95% CI)",2.47169409572154,0.663602982611994,6.87869912164021,1998
"7","model predict (95% CI)",2.41584264097674,0.472841514923907,7.53228723276322,1999
"8","model predict (95% CI)",2.46956551708038,0.567495080600161,7.5986939901599,2000
"9","model predict (95% CI)",2.2951541051368,0.615231964053471,7.15607344517709,2001
"10","model predict (95% CI)",2.66022655365199,0.615022765000112,8.19173049101138,2002
"11","model predict (95% CI)",2.35670081834883,0.581331016614922,6.67547167992009,2003
"12","model predict (95% CI)",2.41182157877692,0.582682704855148,6.55928698762989,2004
"13","model predict (95% CI)",2.21008576908234,0.550229256296781,6.3148453077791,2005
"14","model predict (95% CI)",2.54607417856312,0.671397186287379,6.94447910399025,2006
