"","point","mean","low","high","time"
"1","model predict (95% CI)",126.421647092926,39.9117186563559,346.992993072129,1993
"2","model predict (95% CI)",50.3947959960033,13.6218363953745,119.727151200534,1994
"3","model predict (95% CI)",96.1483554836983,37.8936004342559,187.393915553987,1995
"4","model predict (95% CI)",71.2823129222772,26.2856230204863,149.734905420951,1996
"5","model predict (95% CI)",44.9125356331914,13.7460761467766,99.0915853620557,1997
"6","model predict (95% CI)",22.7467631043155,8.07678813445357,49.6813072581969,1998
"7","model predict (95% CI)",19.0478932506954,7.38144263321146,40.7879708726993,1999
"8","model predict (95% CI)",19.6255960580979,7.65631260248662,41.5497550491733,2000
"9","model predict (95% CI)",11.9217162467823,4.68248669702872,25.7631223983056,2001
"10","model predict (95% CI)",24.9913583008139,9.80076357826392,51.1895199908366,2002
"11","model predict (95% CI)",18.950243166679,7.20136409635617,41.6044685584955,2003
"12","model predict (95% CI)",13.5594519975697,3.7496776703774,31.6670055059502,2004
"13","model predict (95% CI)",17.7420482480148,5.54550910149403,39.3902306287691,2005
"14","model predict (95% CI)",23.6084934190418,6.37662103903028,52.6197337542053,2006
"X1993","data",49,49,49,1993
"X1994","data",11,11,11,1994
"X1995","data",95,95,95,1995
"X1996","data",27,27,27,1996
"X1997","data",28,28,28,1997
"X1998","data",16,16,16,1998
"X1999","data",22,22,22,1999
"X2000","data",20,20,20,2000
"X2001","data",8,8,8,2001
"X2002","data",17,17,17,2002
"X2003","data",27,27,27,2003
"X2004","data",10,10,10,2004
"X2005","data",37,37,37,2005
"X2006","data",34,34,34,2006
