"","age","mean_surv","BI_low","BI_high"
"var1",1,0.843126523984133,0.758970669340681,0.91525253351687
"var2",2,0.834854625398291,0.747302185953901,0.940749046914461
"var3",3,0.844252260941853,0.771663241798934,0.923971333122
"var4",4,0.828446715737982,0.739970282535737,0.911481103977318
"var5",5,0.839536805821158,0.750683269098981,0.923263603525535
"var6",6,0.811223589371197,0.666330186777972,0.902735186692952
"var7",7,0.81316969305319,0.680414004003241,0.891983423687678
"var8",8,0.826127821175482,0.724138443177685,0.915876528830974
