"","point","mean","low","high","time"
"1","model predict",188.187419914124,82.073438225796,367.896530719939,1
"2","model predict",148.322653391349,73.5665373957144,270.397275222984,2
"3","model predict",125.598875961857,68.7034273804028,222.282221247749,3
"4","model predict",100.480791048037,58.0983105174773,168.91307307455,4
"5","model predict",82.7362287139758,50.2976004319651,132.409857103866,5
"6","model predict",67.6821432363829,41.8893585361418,106.194773735828,6
"7","model predict",55.7650578535544,34.7244133815304,85.3689692355726,7
"8","model predict",45.8988577227395,28.2121730033696,70.1105738232038,8
"9","model predict",38.0108310772807,22.6840449086865,59.0238400371363,9
"10","model predict",31.4965252572279,17.9410758607556,50.4991450084099,10
"11","model predict",26.206396606241,14.1036260551524,43.9389125891909,11
"12","model predict",21.8531994053207,10.9651800439642,38.5251777376106,12
"13","model predict",18.2845214232803,8.49734233577792,33.9266723152033,13
"14","model predict",15.3380511071251,6.57487906600458,29.9856149281942,14
"X1993","data",114,114,114,1
"X1994","data",30,30,30,2
"X1995","data",145,145,145,3
"X1996","data",60,60,60,4
"X1997","data",63,63,63,5
"X1998","data",24,24,24,6
"X1999","data",19,19,19,7
"X2000","data",16,16,16,8
"X2001","data",18,18,18,9
"X2002","data",22,22,22,10
"X2003","data",28,28,28,11
"X2004","data",18,18,18,12
"X2005","data",31,31,31,13
"X2006","data",35,35,35,14
