"","age","mean_ferc","BI_low","BI_high"
"var1",1,0.156286737487058,0.120403110371706,0.197917095759182
"var2",2,1.37050276584704,1.05757735672933,1.77830927010239
"var3",3,1.66446422500942,1.28084578405558,2.16004600431591
"var4",4,1.64458819321689,1.26012267428062,2.08373765565616
"var5",5,1.65181468992958,1.25500123049366,2.12990097470509
"var6",6,1.63274256483801,1.26191195087679,2.0358236879486
"var7",7,1.66204658914682,1.23957611382922,2.19346305553787
"var8",8,1.62302354581621,1.20755148339338,2.0502075941416
