"","point","mean","low","high","time"
"1","model predict",27.0003101563311,24.394082667968,29.7817602697281,1
"2","model predict",23.3630990279997,20.9416040187046,25.9127623642782,2
"3","model predict",25.3382634721214,23.4308476756558,27.274398781647,3
"4","model predict",27.1948981986612,25.4201835442243,29.0196877252239,4
"5","model predict",28.766524904247,26.9172383864272,30.709792933039,5
"6","model predict",30.2546180326499,28.2898942112343,32.3208346550905,6
"7","model predict",31.7282895795715,29.6495072740441,33.9289253232141,7
"8","model predict",33.1148693519478,30.8814538291678,35.4587951377763,8
"9","model predict",34.4187702272559,31.9919029376969,36.9936052476799,9
"10","model predict",35.6390258173803,32.974130485123,38.5115279031308,10
"11","data",29,29,29,1
"12","data",23,23,23,2
"13","data",25,25,25,3
"14","data",27,27,27,4
"15","data",27,27,27,5
"16","data",30,30,30,6
"17","data",30,30,30,7
"18","data",34,34,34,8
"19","data",35,35,35,9
"20","data",36,36,36,10
