"","age","mean_surv","BI_low","BI_high"
"var1",1,0.802444962552793,0.701924273075206,0.896728846780133
"var2",2,0.601621893626638,0.473039447881309,0.737640339873586
"var3",3,0.429017579093345,0.310607765423228,0.559359933116293
