"","point","mean","low","high","time"
"1","model predict",5.41371493561312,4.67687934768414,6.18710421309297,1
"2","model predict",15.1491361035978,13.3333667183363,17.3691972326875,2
"3","model predict",10.9159210200385,9.49616335626131,12.3698118660604,3
"4","model predict",15.6206131236717,14.3006976750912,17.0325827074693,4
"5","model predict",15.4827734570611,14.0430145528729,16.9581355382137,5
"6","model predict",18.181559502766,16.6222809097421,19.7101964571298,6
"7","model predict",19.5993926554717,18.0889984728185,21.201894430908,7
"8","model predict",21.9670293232846,20.2117166671388,23.81663076704,8
"9","model predict",24.0626560652592,22.0642229942376,26.2286908561634,9
"10","model predict",26.6228549807114,24.0018995176846,29.5534241697891,10
"11","data",6,6,6,1
"12","data",14,14,14,2
"13","data",12,12,12,3
"14","data",15,15,15,4
"15","data",14,14,14,5
"16","data",17,17,17,6
"17","data",20,20,20,7
"18","data",23,23,23,8
"19","data",24,24,24,9
"20","data",26,26,26,10
