"","age","mean_ferc","BI_low","BI_high"
"1",1,1.30174063575923,1.0378385522225,1.60394783274518
"2",2,1.48535737342121,1.20895878098022,1.82911368413018
"3",3,1.30174063575923,1.0378385522225,1.60394783274518
"4",4,1.48535737342121,1.20895878098022,1.82911368413018
"5",5,1.30174063575923,1.0378385522225,1.60394783274518
"6",6,1.48535737342121,1.20895878098022,1.82911368413018
"7",7,1.30174063575923,1.0378385522225,1.60394783274518
"8",8,1.48535737342121,1.20895878098022,1.82911368413018
