"","age","mean_surv","BI_low","BI_high"
"1",1,0.851677114711162,0.805222277647277,0.904747978194933
"2",2,0.820286348405204,0.767852740022345,0.864862050528194
"3",3,0.833431743906321,0.790271583405221,0.886197981219585
"4",4,0.829670053559989,0.772505201680763,0.876555640192486
"5",5,0.830718163952526,0.779174845862844,0.88809680329861
"6",6,0.824294660531569,0.708818771817527,0.871885816584582
"7",7,0.828257236473355,0.759272483276923,0.877907136881218
"8",8,0.829368749195938,0.772892952128737,0.88632763315963
