"","point","mean","low","high","time"
"1","model predict",32.0936160573622,2.28570875285196,99.7543879643818,1
"2","model predict",10.6098882284434,0.860962638118364,35.6112303458388,2
"3","model predict",7.24758968308118,1.44128043383369,19.5163823070403,3
"4","model predict",8.36502841450093,1.80182803964057,28.0044129184695,4
"5","model predict",7.02453470412146,2.29024939626554,16.261706204908,5
"6","model predict",5.4541826428684,2.05222342348737,11.970515671287,6
"7","model predict",4.58935170624745,1.77405621748072,9.89909454437997,7
"8","model predict",3.81719605495023,1.4050033821092,8.56847305609626,8
"9","model predict",3.18338350246221,1.16304394728009,7.18679695606192,9
"10","model predict",2.65208077738126,0.91726152278055,6.17648564017685,10
"11","model predict",2.22143321181755,0.724298200910963,5.36626627432096,11
"12","model predict",1.86640092912169,0.568475911174211,4.70768016636494,12
"13","model predict",1.57073482881963,0.443463348783476,4.14417441534041,13
"14","model predict",1.32506786677178,0.340062204260125,3.67392888890653,14
"X1993","data",29,29,29,1
"X1994","data",3,3,3,2
"X1995","data",28,28,28,3
"X1996","data",12,12,12,4
"X1997","data",2,2,2,5
"X1998","data",3,3,3,6
"X1999","data",3,3,3,7
"X2000","data",2,2,2,8
"X2001","data",2,2,2,9
"X2002","data",5,5,5,10
"X2003","data",3,3,3,11
"X2004","data",4,4,4,12
"X2005","data",3,3,3,13
"X2006","data",11,11,11,14
