"","point","mean","low","high","time"
"1","model predict",4.95111513053935,0.407093097212325,20.1925507813517,1
"2","model predict",2.37134465500981,0.257861987230556,9.54066366126103,2
"3","model predict",0.554758008508301,0.0509183103220458,1.99242793775467,3
"4","model predict",0.455208145827924,0.0819216580766782,1.53036530065596,4
"5","model predict",0.175610248288341,0.0380364031658418,0.518276863503371,5
"6","model predict",0.10483213596046,0.0192724502505476,0.303441516609151,6
"7","model predict",0.0961779339294645,0.0177172674646106,0.322147296110734,7
"8","model predict",0.08286394018078,0.0216109665311104,0.241033682741605,8
"9","model predict",0.0642713979145972,0.0166778608797838,0.175966893550162,9
"10","model predict",0.0533155732018003,0.0142870341010356,0.145680301127316,10
"11","model predict",0.0438409992196781,0.0116279592937903,0.118943135286141,11
"12","model predict",0.0364456217112912,0.00952150897818014,0.100138219395002,12
"13","model predict",0.0302060744166496,0.00772293190616352,0.0838614725472395,13
"14","model predict",0.0251444798098318,0.00630191999424029,0.0710624613965554,14
"X1993","data",6,6,6,1
"X1994","data",2,2,2,2
"X1995","data",5,5,5,3
"X1996","data",5,5,5,4
"X1997","data",1,1,1,5
"X1998","data",0,0,0,6
"X1999","data",1,1,1,7
"X2000","data",0,0,0,8
"X2001","data",1,1,1,9
"X2002","data",1,1,1,10
"X2003","data",0,0,0,11
"X2004","data",0,0,0,12
"X2005","data",5,5,5,13
"X2006","data",1,1,1,14
