"","point","mean","low","high","time"
"1","model predict",6.33176887168619,0.24874388477287,33.6657995324875,1
"2","model predict",0.507555929116126,0.0408761459039911,2.12960673225827,2
"3","model predict",1.77651152036255,0.0828796336181496,5.65164044387719,3
"4","model predict",0.538732547548244,0.0753778914814813,1.78974929407547,4
"5","model predict",0.388635067476905,0.0700510938618883,1.14764878286511,5
"6","model predict",0.467252818827571,0.0651226264131673,1.57266300262024,6
"7","model predict",0.368947476646218,0.108547384145202,0.914308944502804,7
"8","model predict",0.294208216048253,0.080395569042141,0.717588704129471,8
"9","model predict",0.244790166958937,0.0743523928081021,0.581280968689784,9
"10","model predict",0.201488550158767,0.0599546540758656,0.478063523374442,10
"11","model predict",0.167594160917861,0.0509483460303852,0.401176224623719,11
"12","model predict",0.138721526410108,0.0410815372070658,0.335633215172064,12
"13","model predict",0.115495512490056,0.0331330669108639,0.286198621603976,13
"14","model predict",0.0964038519434402,0.0265307724589364,0.24503925136864,14
"X1993","data",15,15,15,1
"X1994","data",0,0,0,2
"X1995","data",3,3,3,3
"X1996","data",8,8,8,4
"X1997","data",4,4,4,5
"X1998","data",1,1,1,6
"X1999","data",1,1,1,7
"X2000","data",2,2,2,8
"X2001","data",1,1,1,9
"X2002","data",0,0,0,10
"X2003","data",3,3,3,11
"X2004","data",0,0,0,12
"X2005","data",3,3,3,13
"X2006","data",1,1,1,14
