"","point","mean","low","high","time"
"1","model predict (95% CI)",76.9646780175792,19.9430246786676,174.801301018684,1993
"2","model predict (95% CI)",93.0024199536152,29.468776949768,246.46091934518,1994
"3","model predict (95% CI)",53.4466981029119,14.8900519189646,110.329039110886,1995
"4","model predict (95% CI)",36.5259364666148,14.1669448683672,69.3136019644523,1996
"5","model predict (95% CI)",32.4457385419658,9.97850361552684,59.5109405447561,1997
"6","model predict (95% CI)",20.3154662379098,4.57927235551796,45.3505015817022,1998
"7","model predict (95% CI)",27.5539774760802,9.57277905460931,48.6384118772461,1999
"8","model predict (95% CI)",16.5929368493442,3.70358554486743,32.1997528207139,2000
"9","model predict (95% CI)",26.4070349893807,11.1279059986871,58.1403036342115,2001
"10","model predict (95% CI)",19.0216626784661,4.06854616940996,34.8559385501771,2002
"11","model predict (95% CI)",25.6903946613936,8.89713995300047,51.8083487806725,2003
"12","model predict (95% CI)",18.6988532579755,6.76978889875535,36.1426849856813,2004
"13","model predict (95% CI)",19.7690039418976,4.31932843115122,48.6370432155556,2005
"14","model predict (95% CI)",6.26359529169517,0.615371486072829,18.1535209401473,2006
