"","point","mean","low","high","time"
"1","model predict (95% CI)",1.45902760758801,0.596431662880455,4.10344507652679,1993
"2","model predict (95% CI)",1.28400719354807,0.730163374835704,2.81137344784075,1994
"3","model predict (95% CI)",1.38646198216376,0.737481548733879,2.2194556782049,1995
"4","model predict (95% CI)",1.8451470604476,1.08070103674088,3.73208330032054,1996
"5","model predict (95% CI)",2.10009429119392,1.30018303816926,5.7673736367103,1997
"6","model predict (95% CI)",2.0581939590706,0.944225137322761,4.44741887596493,1998
"7","model predict (95% CI)",1.75888274381174,1.04273585233687,4.13330154916902,1999
"8","model predict (95% CI)",1.97818584117293,1.22721767699878,4.66994192964362,2000
"9","model predict (95% CI)",2.05739654869669,0.863480674695102,3.78233650179242,2001
"10","model predict (95% CI)",2.11335598293611,1.1821268160048,4.93256535480532,2002
"11","model predict (95% CI)",1.90109607455204,0.839909231034796,4.70833732598209,2003
"12","model predict (95% CI)",1.88204613704953,0.908402513617988,3.90011102296627,2004
"13","model predict (95% CI)",1.91197405869804,1.21651580733235,4.17069159316871,2005
"14","model predict (95% CI)",1.69514848243471,0.946404782777272,2.90039884728856,2006
