"","point","mean","low","high","time"
"1","model predict (95% CI)",1250.74494977598,787.319222053534,2085.37322798141,1992
"2","model predict (95% CI)",1035.32707992363,677.934172693862,1611.62585201224,1993
"3","model predict (95% CI)",957.984809386227,631.258169765419,1477.41833767489,1994
"4","model predict (95% CI)",567.282451533712,384.903485164509,858.62657976013,1995
"5","model predict (95% CI)",500.592995482815,324.681894942338,715.697333749179,1996
"6","model predict (95% CI)",375.175413202381,241.35171906504,560.36331600491,1997
"7","model predict (95% CI)",326.167501977079,209.053215795199,458.957513825904,1998
"8","model predict (95% CI)",332.391904554073,213.015135231596,532.918905243376,1999
"9","model predict (95% CI)",279.568474508539,182.701846194755,394.626764899432,2000
"10","model predict (95% CI)",302.436980244887,191.136196026209,481.187589828296,2001
"11","model predict (95% CI)",297.232722751431,185.704845388747,429.22974125691,2002
"12","model predict (95% CI)",297.428923924432,168.888606184479,437.370853560386,2003
"13","model predict (95% CI)",278.176576124177,149.731018454779,432.327990475953,2004
"14","model predict (95% CI)",245.372063134448,123.261393274129,427.653094816612,2005
"15","model predict (95% CI)",191.434136629258,92.8854041109277,393.993491350546,2006
