"","point","mean","low","high","time"
"var1","model predict (95% CI)",786.64271239743,411.315048954055,1434.40118586354,1992
"var2","model predict (95% CI)",689.853001890352,410.038111713574,1131.00543350751,1993
"var3","model predict (95% CI)",516.463783336456,205.894872528974,976.388283390373,1994
"var4","model predict (95% CI)",349.738653616173,203.798182114593,579.160190080455,1995
"var5","model predict (95% CI)",329.699172281608,193.642365377609,514.598031715027,1996
"var6","model predict (95% CI)",243.187342772187,134.582031693557,394.203732415514,1997
"var7","model predict (95% CI)",173.672423380547,71.7242524306692,302.105241356295,1998
"var8","model predict (95% CI)",216.457990524048,125.503739169882,390.529883170074,1999
"var9","model predict (95% CI)",169.035830928772,88.7947131448348,274.262251365451,2000
"var10","model predict (95% CI)",188.532947925391,100.213622081537,300.908622964729,2001
"var11","model predict (95% CI)",198.409134751258,112.863628132525,339.93888730525,2002
"var12","model predict (95% CI)",203.845280117688,106.914023886751,394.753603675661,2003
"var13","model predict (95% CI)",171.399820068053,87.5556897212259,303.144100508776,2004
"var14","model predict (95% CI)",160.943278733276,81.3058654730944,328.66872806317,2005
"var15","model predict (95% CI)",128.943486870241,63.2618080298678,307.546253666194,2006
"X1992","data",577,577,577,1992
"X1993","data",584,584,584,1993
"X1994","data",223,223,223,1994
"X1995","data",227,227,227,1995
"X1996","data",253,253,253,1996
"X1997","data",161,161,161,1997
"X1998","data",81,81,81,1998
"X1999","data",167,167,167,1999
"X2000","data",112,112,112,2000
"X2001","data",126,126,126,2001
"X2002","data",194,194,194,2002
"X2003","data",228,228,228,2003
"X2004","data",119,119,119,2004
"X2005","data",157,157,157,2005
"X2006","data",180,180,180,2006
