"","point","mean","low","high","time"
"1","model predict (95% CI)",119.708669972011,31.2416970536471,407.152513839638,1993
"2","model predict (95% CI)",53.9830522382152,16.531589683489,132.432632160055,1994
"3","model predict (95% CI)",128.664487862905,52.9503250388809,254.552163268444,1995
"4","model predict (95% CI)",53.3802268885127,20.465549305435,119.384060585627,1996
"5","model predict (95% CI)",35.818516609094,12.5375753227848,75.4018870680846,1997
"6","model predict (95% CI)",25.4096060125451,9.72519672905626,59.1521771199518,1998
"7","model predict (95% CI)",12.2875258362036,4.89034962073611,25.5484032926231,1999
"8","model predict (95% CI)",17.2050330251268,7.50372319867583,35.712617399864,2000
"9","model predict (95% CI)",10.2651894964109,3.82368771928994,21.8686576386395,2001
"10","model predict (95% CI)",20.3943884511242,8.35695548529903,39.9145740157741,2002
"11","model predict (95% CI)",13.0645966557463,5.28865774013551,26.8429981985733,2003
"12","model predict (95% CI)",10.6688275820266,3.10356786980978,25.5810261183949,2004
"13","model predict (95% CI)",16.0423475003529,4.86303786657054,32.5661701168584,2005
"14","model predict (95% CI)",18.9806493094161,4.18957037704263,41.5021888800811,2006
"X1993","data",49,49,49,1993
"X1994","data",11,11,11,1994
"X1995","data",95,95,95,1995
"X1996","data",27,27,27,1996
"X1997","data",28,28,28,1997
"X1998","data",16,16,16,1998
"X1999","data",22,22,22,1999
"X2000","data",20,20,20,2000
"X2001","data",8,8,8,2001
"X2002","data",17,17,17,2002
"X2003","data",27,27,27,2003
"X2004","data",10,10,10,2004
"X2005","data",37,37,37,2005
"X2006","data",34,34,34,2006
