"","Estimate","Std..Error","t.value","Pr...t..","adjRsqr"
"init",-3.15388873045868e-05,6.20654795979555e-05,-0.508155056706042,0.620556142369602,-0.0605127289152927
"X",0.000248649870569051,0.000160011376039068,1.55395120474648,0.146161394910665,0.0981468938861751
"X.1",-0.000351108862928577,0.000113308623670751,-3.09869497619898,0.00921230495008608,0.39820137822589
"X.2",-0.000521433200497875,0.000129983101781153,-4.01154606524001,0.00172548526371019,0.537243066600857
"X.3",8.51110348692872e-05,7.60350663048451e-05,1.11936556388409,0.284889695056858,0.0190884827131668
"X.4",0.000149056673275328,7.99152877989648e-05,1.86518346339808,0.0867851508281187,0.160147546299311
