"","age","mean_surv","BI_low","BI_high"
"var1",1,0.854380297870037,0.760339337162509,0.934175840614662
"var2",2,0.826248268990371,0.726639377903971,0.923748940112743
"var3",3,0.833502994204603,0.736925862952062,0.925906884076058
"var4",4,0.830017890473587,0.710383960518533,0.922333402680757
"var5",5,0.830629059495397,0.726807047255548,0.928340096734223
"var6",6,0.820393322622193,0.679669906725461,0.906563566760477
"var7",7,0.824949726259707,0.699856697529384,0.917623033040972
"var8",8,0.826518626129202,0.715537550577176,0.908152203571165
