"","point","mean","low","high","time"
"1","model predict (95% CI)",1.04180124080757,0.252852810034548,2.86995868937743,1996
"2","model predict (95% CI)",2.17492638863795,0.531157121029419,5.9406315554567,1997
"3","model predict (95% CI)",2.49309135023876,0.589777498938709,6.85986056988934,1998
"4","model predict (95% CI)",2.73294925924485,0.667393076197629,7.49151513565082,1999
"5","model predict (95% CI)",2.30206266617041,0.583863900371966,6.65973815229985,2000
"6","model predict (95% CI)",2.12683774255929,0.473374481672284,5.78741942446466,2001
"7","model predict (95% CI)",2.32519891364808,0.527097806433201,6.70205002942977,2002
"8","model predict (95% CI)",2.52138044388795,0.606157396387956,7.19806882613114,2003
"9","model predict (95% CI)",2.382434551765,0.562885413198333,6.58929670859866,2004
"10","model predict (95% CI)",2.16891782918185,0.535191193388417,5.97833314583855,2005
"11","model predict (95% CI)",2.65755634607794,0.63470385897477,7.60114711120661,2006
