"","age","mean_ferc","BI_low","BI_high"
"var1",1,0.162844882796337,0.102424296108567,0.264738461865487
"var2",2,1.38749412982344,0.8701912821796,2.21953203734112
"var3",3,1.79302912552358,1.18382155444453,3.43908459201674
"var4",4,1.71561412132412,1.02355256934501,2.57883797204729
"var5",5,1.66915845828464,1.02682886121835,2.54978897554878
"var6",6,1.63128299780883,0.960629552378443,2.36385104586022
"var7",7,1.66604911196975,1.07539634970781,2.52033477200991
"var8",8,1.72518244626801,1.04321213116291,2.77228504280759
