"","age","mean_Harv","BI_low","BI_high"
"var1",1,0.565089193315513,0.250908845899862,0.737096250826656
"var2",2,0.599239093079756,0.353737842717136,0.752928657127153
"var3",3,0.628106180623969,0.38403947970799,0.798756893404602
"var4",4,0.663587299088633,0.476393221401314,0.81702995421222
"var5",5,0.749072699148494,0.54799615986186,0.880694680182488
"var6",6,0.812797815607844,0.62146156666219,0.930217618743473
"var7",7,0.805444635127014,0.611245670464281,0.92979779299056
"var8",8,0.787925575775871,0.488321366151551,0.966660402964591
