"","point","mean","low","high","time"
"1","model predict (95% CI)",1117.03141596095,919.194594934486,1385.69567507862,1992
"2","model predict (95% CI)",1095.42770276911,861.091143291487,1437.15094757478,1993
"3","model predict (95% CI)",986.601627462001,785.476087446162,1222.64952016928,1994
"4","model predict (95% CI)",484.702176297463,374.709217600468,643.507099312311,1995
"5","model predict (95% CI)",370.884300046613,292.702141287546,468.577537506282,1996
"6","model predict (95% CI)",246.276930487394,196.362928379986,314.842979051358,1997
"7","model predict (95% CI)",234.393019163799,185.886712603398,297.715007024742,1998
"8","model predict (95% CI)",229.634600394102,190.929629177027,284.658268127743,1999
"9","model predict (95% CI)",239.720447354392,188.392926137643,301.594478413024,2000
"10","model predict (95% CI)",295.706682288312,249.936578795772,355.56816844478,2001
"11","model predict (95% CI)",332.328412651345,283.690110135426,399.91209108895,2002
"12","model predict (95% CI)",303.411634769836,246.943963698525,373.797282484975,2003
"13","model predict (95% CI)",318.462241970372,265.285161722058,380.206586214034,2004
"14","model predict (95% CI)",287.792440900575,234.196047538669,350.169196052186,2005
"15","model predict (95% CI)",238.412128770648,185.228054562588,322.610586364295,2006
