"","point","mean","low","high","time"
"1","model predict (95% CI)",17.1756840934538,10.9638012028254,24.6657090592,1993
"2","model predict (95% CI)",3.89759275111466,1.80216766276215,6.24547112835479,1994
"3","model predict (95% CI)",19.6789255255677,13.4144531690158,27.1638242553082,1995
"4","model predict (95% CI)",6.10335588976187,3.65635211189129,9.11445808442685,1996
"5","model predict (95% CI)",4.3738463239332,2.4657007222842,6.36528304178855,1997
"6","model predict (95% CI)",1.10941814001863,0.30377546864187,2.28962939769699,1998
"7","model predict (95% CI)",1.76849284771029,0.841340317777869,2.93885739318082,1999
"8","model predict (95% CI)",1.54432064299131,0.679957751803478,2.60728679468532,2000
"9","model predict (95% CI)",0.640013267901359,0.153341398449006,1.33760945179051,2001
"10","model predict (95% CI)",1.91248275845507,0.918707951643798,3.19809093598125,2002
"11","model predict (95% CI)",2.33678757877446,0.801086642336151,4.04082934495823,2003
"12","model predict (95% CI)",1.4005133828492,0.590246730651872,2.48861258572843,2004
"13","model predict (95% CI)",1.74300359311096,0.28160830556933,3.70299206598264,2005
"14","model predict (95% CI)",2.12864820343488,0.679097977999273,4.24859136273221,2006
"X1993","data",20,20,20,1993
"X1994","data",6,6,6,1994
"X1995","data",18,18,18,1995
"X1996","data",7,7,7,1996
"X1997","data",5,5,5,1997
"X1998","data",1,1,1,1998
"X1999","data",2,2,2,1999
"X2000","data",2,2,2,2000
"X2001","data",1,1,1,2001
"X2002","data",2,2,2,2002
"X2003","data",1,1,1,2003
"X2004","data",1,1,1,2004
"X2005","data",0,0,0,2005
"X2006","data",2,2,2,2006
