"","point","mean","low","high","time"
"1","model predict (95% CI)",1109.32019159756,932.249022508154,1362.0002134091,1992
"2","model predict (95% CI)",1062.19597207202,842.114489655135,1312.15951173283,1993
"3","model predict (95% CI)",971.490304486482,784.590298923717,1199.35684788772,1994
"4","model predict (95% CI)",473.573385695536,365.773624314071,616.44839790598,1995
"5","model predict (95% CI)",367.547861344961,288.301674610001,465.126906510163,1996
"6","model predict (95% CI)",246.028246451576,196.619653512694,313.851960479263,1997
"7","model predict (95% CI)",234.298947375673,188.487677266178,296.315976124322,1998
"8","model predict (95% CI)",231.063713897692,192.220061939737,284.240056806252,1999
"9","model predict (95% CI)",236.579165834595,189.227168575949,296.806024035018,2000
"10","model predict (95% CI)",296.152879481906,250.679178933401,351.827004142985,2001
"11","model predict (95% CI)",333.535526211979,282.389887621984,397.847505770548,2002
"12","model predict (95% CI)",302.174969202537,248.796769152189,368.148868838573,2003
"13","model predict (95% CI)",318.11763799308,263.726985465032,383.403163376822,2004
"14","model predict (95% CI)",287.651509007882,233.170199667913,353.912811081475,2005
"15","model predict (95% CI)",238.862021893216,183.23865989619,319.078194717935,2006
