"","point","mean","low","high","time"
"1","model predict (95% CI)",0.491368313070509,0.27644555634492,0.70510714847237,1996
"2","model predict (95% CI)",0.614490591900239,0.397852327347613,0.809969447721266,1997
"3","model predict (95% CI)",0.429878379267153,0.238389785874687,0.664133062054573,1998
"4","model predict (95% CI)",0.504514236192529,0.295268377818987,0.715280385266842,1999
"5","model predict (95% CI)",0.437913220950758,0.242549423471307,0.663471291858326,2000
"6","model predict (95% CI)",0.299201857354295,0.148674928288462,0.488935866019646,2001
"7","model predict (95% CI)",0.393132286222524,0.197869307394028,0.611789013233061,2002
"8","model predict (95% CI)",0.511350885549003,0.298894532819308,0.721818158081639,2003
"9","model predict (95% CI)",0.51036965935907,0.294493303557656,0.728833452572158,2004
"10","model predict (95% CI)",0.442069392159049,0.214002216253245,0.669762279454634,2005
"11","model predict (95% CI)",0.525458413065157,0.323608098041301,0.724611872437957,2006
