"","point","mean","low","high","time"
"1","model predict (95% CI)",46.0183200514647,10.8642038213721,191.791975713005,1996
"2","model predict (95% CI)",31.2813218591445,4.66864895556821,132.937307523414,1997
"3","model predict (95% CI)",29.684485628947,4.62283572700628,139.00714037973,1998
"4","model predict (95% CI)",31.6967275753685,5.11414007463647,131.328094481013,1999
"5","model predict (95% CI)",33.6362129621403,7.04509238201788,118.706099818707,2000
"6","model predict (95% CI)",28.1653663958332,4.94322328894234,106.195329310166,2001
"7","model predict (95% CI)",41.641106665992,9.43993750509416,137.297462126188,2002
"8","model predict (95% CI)",46.1093424534562,11.0277326505498,150.731463704299,2003
"9","model predict (95% CI)",30.4861217463999,4.84809799428536,122.303066664154,2004
"10","model predict (95% CI)",34.8213329060919,3.82369814332855,148.097087388975,2005
"11","model predict (95% CI)",41.2126464416604,4.53550502900955,179.768508226842,2006
"X1996","data",27,27,27,1996
"X1997","data",28,28,28,1997
"X1998","data",16,16,16,1998
"X1999","data",22,22,22,1999
"X2000","data",20,20,20,2000
"X2001","data",8,8,8,2001
"X2002","data",17,17,17,2002
"X2003","data",27,27,27,2003
"X2004","data",10,10,10,2004
"X2005","data",37,37,37,2005
"X2006","data",34,34,34,2006
