"","point","mean","low","high","time"
"1","model predict (95% CI)",60.116683739221,21.6021711219536,184.866139386425,1996
"2","model predict (95% CI)",60.5279258487814,24.6546303124482,168.440887774597,1997
"3","model predict (95% CI)",50.2796818848438,20.7882565107172,140.363649818374,1998
"4","model predict (95% CI)",38.7032856997672,16.1109533335886,109.965953319431,1999
"5","model predict (95% CI)",34.7528428276294,13.6557591332926,116.19776625969,2000
"6","model predict (95% CI)",38.3397225160434,15.4008675364835,115.036083038451,2001
"7","model predict (95% CI)",42.7105395902184,17.1478140218983,117.434236302858,2002
"8","model predict (95% CI)",42.520349910606,16.4800370629885,120.568818277309,2003
"9","model predict (95% CI)",44.6566465553391,17.0977959741227,126.196165795925,2004
"10","model predict (95% CI)",38.4259375321109,14.2979408131398,120.440098238703,2005
"11","model predict (95% CI)",38.5507513597996,12.1596199709048,144.008960755377,2006
"X1996","data",60,60,60,1996
"X1997","data",63,63,63,1997
"X1998","data",24,24,24,1998
"X1999","data",19,19,19,1999
"X2000","data",16,16,16,2000
"X2001","data",18,18,18,2001
"X2002","data",22,22,22,2002
"X2003","data",28,28,28,2003
"X2004","data",18,18,18,2004
"X2005","data",31,31,31,2005
"X2006","data",35,35,35,2006
